Player,Nation,Pos,Squad,Comp,Age,Born,90s,Goals,Shots,SoT,SoT%,Shots/90,SoT/90,Goals/Shots,Goals/SoT,AvgDist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
Sofiane Sidi Ali,FRA,MF,Marseille,Ligue 1,28,1995,0.2,0,1,0,0.0,5.00,0.00,0.00,,16.5,0,0,0,0.0,0.0,0.02,0.0,0.0
Vincent Sierro,SUI,MF,Toulouse,Ligue 1,27,1995,25.1,6,31,6,19.4,1.23,0.24,0.06,0.33,25.2,7,4,5,5.9,1.9,0.06,+0.1,+0.1
Tim Siersleben,GER,DF,Heidenheim,Bundesliga,23,2000,10.1,0,3,0,0.0,0.30,0.00,0.00,,28.2,0,0,0,0.2,0.2,0.06,-0.2,-0.2
Kiliann Sildillia,FRA,DF,Freiburg,Bundesliga,21,2002,20.1,0,7,1,14.3,0.35,0.05,0.00,0.00,18.7,0,0,0,0.6,0.6,0.08,-0.6,-0.6
André Silva,POR,FW,Real Sociedad,La Liga,27,1995,8.1,3,15,5,33.3,1.85,0.62,0.13,0.40,19.1,1,1,1,3.3,2.5,0.17,-0.3,-0.5
Bernardo Silva,POR,"MF,FW",Manchester City,Premier League,28,1994,28.6,6,34,15,44.1,1.19,0.52,0.18,0.40,15.9,0,0,0,3.7,3.7,0.11,+2.3,+2.3
Caio Henrique Oliveira Silva,BRA,DF,Monaco,Ligue 1,26,1997,6.9,0,6,1,16.7,0.87,0.14,0.00,0.00,26.9,1,0,0,0.2,0.2,0.04,-0.2,-0.2
Fábio Silva,POR,FW,Wolves,Premier League,21,2002,2.9,0,7,3,42.9,2.39,1.02,0.00,0.00,13.8,0,0,0,1.0,1.0,0.15,-1.0,-1.0
Rui Silva,POR,GK,Betis,La Liga,29,1994,27.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Thiago Silva,BRA,DF,Chelsea,Premier League,38,1984,28.1,3,14,4,28.6,0.50,0.14,0.21,0.75,9.4,0,0,0,0.8,0.8,0.06,+2.2,+2.2
Marco Silvestri,ITA,GK,Udinese,Serie A,32,1991,17.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Mohamed Simakan,FRA,DF,RB Leipzig,Bundesliga,23,2000,23.8,2,30,11,36.7,1.26,0.46,0.07,0.18,11.3,0,0,0,3.9,3.9,0.13,-1.9,-1.9
Giovanni Simeone,ARG,FW,Napoli,Serie A,28,1995,8.9,1,35,12,34.3,3.94,1.35,0.03,0.08,14.6,0,0,0,3.4,3.4,0.10,-2.4,-2.4
Giuliano Simeone,ARG,FW,Alavés,La Liga,20,2002,7.0,1,14,2,14.3,2.00,0.29,0.07,0.50,19.7,0,0,1,2.4,1.6,0.12,-1.4,-0.6
Jan-Carlo Simic,SRB,DF,Milan,Serie A,18,2005,1.6,1,2,1,50.0,1.23,0.62,0.50,1.00,6.2,0,0,0,0.6,0.6,0.31,+0.4,+0.4
Moses Simon,NGA,"FW,MF",Nantes,Ligue 1,28,1995,19.9,3,33,12,36.4,1.66,0.60,0.06,0.17,16.5,0,1,1,4.1,3.3,0.10,-1.1,-1.3
Unai Simón,ESP,GK,Athletic Club,La Liga,26,1997,35.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Xavi Simons,NED,MF,RB Leipzig,Bundesliga,20,2003,29.5,8,79,31,39.2,2.68,1.05,0.09,0.23,21.1,3,1,2,8.3,6.7,0.08,-0.3,+0.3
Wilfried Singo,CIV,DF,Monaco,Ligue 1,22,2000,24.3,1,19,7,36.8,0.78,0.29,0.05,0.14,16.1,0,0,0,0.8,0.8,0.04,+0.2,+0.2
Luis Sinisterra,COL,"FW,MF",Bournemouth,Premier League,24,1999,7.8,2,27,8,29.6,3.48,1.03,0.07,0.25,13.9,0,0,0,2.5,2.5,0.09,-0.5,-0.5
Daley Sinkgraven,NED,DF,Las Palmas,La Liga,28,1995,4.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Jailson Siqueira,BRA,"DF,MF",Celta Vigo,La Liga,27,1995,10.0,0,5,3,60.0,0.50,0.30,0.00,0.00,22.2,1,0,0,0.2,0.2,0.04,-0.2,-0.2
Ayanda Sishuba,BEL,"MF,FW",Lens,Ligue 1,18,2005,0.7,0,12,2,16.7,17.42,2.90,0.00,0.00,18.1,0,0,0,0.9,0.9,0.08,-0.9,-0.9
Ibrahima Sissoko,MLI,MF,Strasbourg,Ligue 1,25,1997,18.2,0,14,3,21.4,0.77,0.16,0.00,0.00,17.2,0,0,0,1.0,1.0,0.07,-1.0,-1.0
Moussa Sissoko,FRA,MF,Nantes,Ligue 1,33,1989,20.2,0,10,3,30.0,0.49,0.15,0.00,0.00,16.0,0,0,0,1.3,1.3,0.13,-1.3,-1.3
Antonio Sivera,ESP,GK,Alavés,La Liga,26,1996,34.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Tim Skarke,GER,"FW,DF",Darmstadt 98,Bundesliga,26,1996,26.7,8,69,20,29.0,2.58,0.75,0.12,0.40,21.9,1,0,0,3.6,3.6,0.05,+4.4,+4.4
Ellyes Skhiri,TUN,MF,Eint Frankfurt,Bundesliga,28,1995,24.1,2,18,8,44.4,0.75,0.33,0.11,0.25,16.7,0,0,0,2.3,2.3,0.13,-0.3,-0.3
Oliver Skipp,ENG,"MF,DF",Tottenham,Premier League,22,2000,7.9,0,4,1,25.0,0.51,0.13,0.00,0.00,13.7,0,0,0,0.7,0.7,0.17,-0.7,-0.7
Leo Skiri Østigård,NOR,DF,Napoli,Serie A,23,1999,18.1,1,7,1,14.3,0.39,0.06,0.14,1.00,13.2,0,0,0,0.6,0.6,0.09,+0.4,+0.4
Łukasz Skorupski,POL,GK,Bologna,Serie A,32,1991,32.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Robert Skov,DEN,"DF,FW",Hoffenheim,Bundesliga,27,1996,14.0,3,32,7,21.9,2.29,0.50,0.09,0.43,19.8,6,0,0,1.8,1.8,0.06,+1.2,+1.2
Milan Škriniar,SVK,DF,Paris S-G,Ligue 1,28,1995,18.1,0,3,1,33.3,0.17,0.06,0.00,0.00,9.5,0,0,0,0.2,0.2,0.06,-0.2,-0.2
Naatan Skyttä,FIN,"MF,FW",Toulouse,Ligue 1,21,2002,1.3,0,5,2,40.0,3.75,1.50,0.00,0.00,12.9,0,0,0,0.5,0.5,0.10,-0.5,-0.5
Chris Smalling,ENG,DF,Roma,Serie A,33,1989,4.3,0,1,1,100.0,0.23,0.23,0.00,0.00,7.1,0,0,0,0.0,0.0,0.05,0.0,0.0
Adam Smith,ENG,DF,Bournemouth,Premier League,32,1991,23.9,0,2,0,0.0,0.08,0.00,0.00,,26.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Emile Smith Rowe,ENG,MF,Arsenal,Premier League,23,2000,3.9,0,15,5,33.3,3.82,1.27,0.00,0.00,15.6,0,0,0,2.0,2.0,0.13,-2.0,-2.0
Hrvoje Smolčić,CRO,DF,Eint Frankfurt,Bundesliga,22,2000,3.9,1,3,1,33.3,0.78,0.26,0.33,1.00,15.5,0,0,0,1.0,1.0,0.34,0.0,0.0
Cédric Soares,POR,DF,Arsenal,Premier League,31,1991,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Danilo Soares,BRA,DF,Bochum,Bundesliga,31,1991,3.9,0,3,0,0.0,0.77,0.00,0.00,,28.4,0,0,0,0.0,0.0,0.01,0.0,0.0
Eduard Sobol,UKR,DF,Strasbourg,Ligue 1,28,1995,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Rubén Sobrino,ESP,"MF,FW",Cádiz,La Liga,31,1992,18.3,0,21,3,14.3,1.15,0.16,0.00,0.00,17.9,0,0,0,1.8,1.8,0.09,-1.8,-1.8
Andrea Sodero,ITA,MF,Empoli,Serie A,18,2004,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Emran Soglo,ENG,"MF,DF",Marseille,Ligue 1,18,2005,1.2,1,1,1,100.0,0.83,0.83,1.00,1.00,12.1,0,0,0,0.1,0.1,0.08,+0.9,+0.9
Alex Sola,ESP,"FW,MF",Alavés,La Liga,24,1999,14.0,0,28,7,25.0,2.00,0.50,0.00,0.00,17.6,2,0,0,1.6,1.6,0.06,-1.6,-1.6
Alex Sola,ESP,"DF,MF",Real Sociedad,La Liga,24,1999,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Dominic Solanke,ENG,FW,Bournemouth,Premier League,25,1997,36.9,19,106,35,33.0,2.87,0.95,0.16,0.49,12.2,0,2,3,19.6,17.2,0.16,-0.6,-0.2
Ola Solbakken,NOR,FW,Roma,Serie A,24,1998,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Carlos Soler,ESP,"MF,DF",Paris S-G,Ligue 1,26,1997,12.1,2,14,5,35.7,1.16,0.41,0.14,0.40,15.0,0,0,0,1.5,1.5,0.11,+0.5,+0.5
Jhon Solis,COL,MF,Girona,La Liga,18,2004,4.3,0,9,2,22.2,2.11,0.47,0.00,0.00,17.3,0,0,0,1.0,1.0,0.12,-1.0,-1.0
Manor Solomon,ISR,FW,Tottenham,Premier League,24,1999,2.2,0,7,1,14.3,3.17,0.45,0.00,0.00,16.8,0,0,0,0.4,0.4,0.06,-0.4,-0.4
Daniele Sommariva,ITA,GK,Genoa,Serie A,26,1997,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Yann Sommer,SUI,GK,Inter,Serie A,34,1988,34.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Brandon Soppy,FRA,DF,Torino,Serie A,21,2002,2.0,0,1,0,0.0,0.51,0.00,0.00,,25.1,0,0,0,0.0,0.0,0.01,0.0,0.0
David Soria,ESP,GK,Getafe,La Liga,30,1993,37.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Alberto Soro,ESP,MF,Granada,La Liga,24,1999,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Alessandro Sorrentino,ITA,GK,Monza,Serie A,21,2002,6.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Borna Sosa,CRO,"FW,DF",Stuttgart,Bundesliga,25,1998,0.5,0,1,0,0.0,1.96,0.00,0.00,,24.2,0,0,0,0.0,0.0,0.03,0.0,0.0
Hugo Sotelo,ESP,MF,Celta Vigo,La Liga,19,2003,8.0,0,8,1,12.5,1.00,0.12,0.00,0.00,23.2,1,0,0,0.3,0.3,0.04,-0.3,-0.3
Florian Sotoca,FRA,"MF,FW",Lens,Ligue 1,32,1990,28.9,7,65,18,27.7,2.25,0.62,0.05,0.17,15.5,0,4,4,9.1,5.9,0.09,-2.1,-2.9
Riccardo Sottil,ITA,FW,Fiorentina,Serie A,24,1999,12.3,2,34,13,38.2,2.77,1.06,0.06,0.15,17.0,1,0,0,2.6,2.6,0.08,-0.6,-0.6
Tomáš Souček,CZE,MF,West Ham,Premier League,28,1995,31.9,7,43,15,34.9,1.35,0.47,0.16,0.47,11.0,0,0,0,6.7,6.7,0.16,+0.3,+0.3
Matìas Soulé,ARG,"FW,MF",Frosinone,Serie A,20,2003,34.7,11,77,18,23.4,2.22,0.52,0.08,0.33,22.2,7,5,6,10.5,5.7,0.07,+0.5,+0.3
Boubakary Soumaré,FRA,MF,Sevilla,La Liga,24,1999,25.4,0,1,0,0.0,0.04,0.00,0.00,,19.6,0,0,0,0.0,0.0,0.02,0.0,0.0
Issa Soumaré,SEN,"FW,MF",Le Havre,Ligue 1,22,2000,2.6,0,5,1,20.0,1.90,0.38,0.00,0.00,22.8,0,0,0,0.4,0.4,0.08,-0.4,-0.4
Vinicius Souza,BRA,MF,Sheffield Utd,Premier League,24,1999,29.6,1,14,6,42.9,0.47,0.20,0.07,0.17,21.5,0,0,0,0.6,0.6,0.05,+0.4,+0.4
Djibril Sow,SUI,MF,Sevilla,La Liga,26,1997,16.2,1,18,5,27.8,1.11,0.31,0.06,0.20,17.7,0,0,0,1.5,1.5,0.08,-0.5,-0.5
Saidou Sow,GUI,DF,Strasbourg,Ligue 1,21,2002,8.0,0,3,2,66.7,0.38,0.25,0.00,0.00,8.2,0,0,0,0.3,0.3,0.11,-0.3,-0.3
Çağlar Söyüncü,TUR,DF,Atlético Madrid,La Liga,27,1996,1.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Djed Spence,ENG,DF,Genoa,Serie A,22,2000,9.5,0,2,0,0.0,0.21,0.00,0.00,,11.9,0,0,0,0.2,0.2,0.09,-0.2,-0.2
Stijn Spierings,NED,MF,Toulouse,Ligue 1,27,1996,16.8,0,11,1,9.1,0.65,0.06,0.00,0.00,21.0,0,0,0,0.4,0.4,0.04,-0.4,-0.4
Stijn Spierings,NED,MF,Lens,Ligue 1,27,1996,1.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Leonardo Spinazzola,ITA,DF,Roma,Serie A,30,1993,14.6,1,8,3,37.5,0.55,0.21,0.13,0.33,23.6,0,0,0,0.2,0.2,0.03,+0.8,+0.8
Marco Sportiello,ITA,GK,Milan,Serie A,31,1992,7.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Anton Stach,GER,MF,Hoffenheim,Bundesliga,24,1998,25.8,2,38,9,23.7,1.47,0.35,0.05,0.22,24.1,1,0,0,1.7,1.7,0.04,+0.3,+0.3
Anton Stach,GER,MF,Mainz 05,Bundesliga,24,1998,1.9,0,2,1,50.0,1.06,0.53,0.00,0.00,12.8,0,0,0,0.2,0.2,0.09,-0.2,-0.2
Jens Stage,DEN,MF,Werder Bremen,Bundesliga,26,1996,25.9,3,40,11,27.5,1.55,0.43,0.08,0.27,15.8,0,0,0,4.4,4.4,0.11,-1.4,-1.4
Benjamin Stambouli,FRA,MF,Reims,Ligue 1,32,1990,3.2,0,2,0,0.0,0.63,0.00,0.00,,25.0,0,0,0,0.1,0.1,0.04,-0.1,-0.1
Josip Stanišić,CRO,DF,Leverkusen,Bundesliga,23,2000,14.0,3,10,5,50.0,0.71,0.36,0.30,0.60,16.4,0,0,0,0.8,0.8,0.08,+2.2,+2.2
Carl Starfelt,SWE,DF,Celta Vigo,La Liga,28,1995,24.6,1,12,5,41.7,0.49,0.20,0.08,0.20,8.5,0,0,0,1.4,1.4,0.12,-0.4,-0.4
Niklas Stark,GER,DF,Werder Bremen,Bundesliga,28,1995,12.1,2,4,2,50.0,0.33,0.17,0.50,1.00,13.1,0,0,0,0.2,0.2,0.05,+1.8,+1.8
Jason Steele,ENG,GK,Brighton,Premier League,32,1990,17.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Pascal Stenzel,GER,DF,Stuttgart,Bundesliga,27,1996,11.8,0,14,4,28.6,1.18,0.34,0.00,0.00,28.2,1,0,0,0.3,0.3,0.02,-0.3,-0.3
Leonidas Stergiou,SUI,DF,Stuttgart,Bundesliga,21,2002,6.6,1,3,1,33.3,0.45,0.15,0.33,1.00,23.3,0,0,0,0.4,0.4,0.12,+0.6,+0.6
Raheem Sterling,ENG,"FW,MF",Chelsea,Premier League,28,1994,22.0,8,51,21,41.2,2.32,0.96,0.16,0.38,14.5,5,0,0,6.5,6.5,0.13,+1.5,+1.5
Trivante Stewart,JAM,"FW,MF",Salernitana,Serie A,23,2000,1.1,0,2,1,50.0,1.80,0.90,0.00,0.00,22.7,0,0,0,0.1,0.1,0.04,-0.1,-0.1
Angelo Stiller,GER,MF,Hoffenheim,Bundesliga,22,2001,0.9,0,2,1,50.0,2.14,1.07,0.00,0.00,21.7,0,0,0,0.1,0.1,0.04,-0.1,-0.1
Angelo Stiller,GER,MF,Stuttgart,Bundesliga,22,2001,29.9,1,16,3,18.8,0.53,0.10,0.06,0.33,22.0,2,0,0,1.6,1.6,0.10,-0.6,-0.6
Kevin Stöger,AUT,MF,Bochum,Bundesliga,29,1993,29.6,7,71,14,19.7,2.40,0.47,0.04,0.21,25.7,13,4,4,6.2,3.1,0.04,+0.8,-0.1
Filip Stojilković,SUI,"FW,MF",Darmstadt 98,Bundesliga,23,2000,1.7,0,4,1,25.0,2.34,0.58,0.00,0.00,20.5,0,0,0,0.2,0.2,0.05,-0.2,-0.2
John Stones,ENG,"DF,MF",Manchester City,Premier League,29,1994,11.8,1,4,2,50.0,0.34,0.17,0.25,0.50,15.9,0,0,0,1.0,1.0,0.26,0.0,0.0
Thomas Strakosha,ALB,GK,Brentford,Premier League,28,1995,1.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Jørgen Strand Larsen,NOR,FW,Celta Vigo,La Liga,23,2000,31.8,13,82,35,42.7,2.58,1.10,0.16,0.37,11.2,0,0,0,14.5,14.5,0.18,-1.5,-1.5
Gabriel Strefezza,BRA,FW,Lecce,Serie A,26,1997,12.4,1,27,5,18.5,2.19,0.40,0.00,0.00,22.8,1,1,1,2.5,1.7,0.06,-1.5,-1.7
Kevin Strootman,NED,MF,Genoa,Serie A,33,1990,13.4,0,1,0,0.0,0.07,0.00,0.00,,24.5,0,0,0,0.1,0.1,0.08,-0.1,-0.1
Cristhian Stuani,URU,FW,Girona,La Liga,36,1986,8.9,9,34,17,50.0,3.81,1.90,0.26,0.53,9.0,0,0,0,9.6,9.6,0.30,-0.6,-0.6
Álex Suárez,ESP,DF,Las Palmas,La Liga,30,1993,28.5,2,7,5,71.4,0.25,0.18,0.29,0.40,9.9,0,0,0,1.2,1.2,0.22,+0.8,+0.8
Damián Suárez,URU,DF,Getafe,La Liga,35,1988,14.4,0,4,1,25.0,0.28,0.07,0.00,0.00,25.3,1,0,0,0.3,0.3,0.08,-0.3,-0.3
Denis Suárez,ESP,"MF,FW",Villarreal,La Liga,29,1994,1.5,0,1,0,0.0,0.68,0.00,0.00,,11.5,0,0,0,0.1,0.1,0.09,-0.1,-0.1
Gabriel Suazo,CHI,DF,Toulouse,Ligue 1,25,1997,26.2,0,10,3,30.0,0.38,0.11,0.00,0.00,17.3,1,0,0,0.7,0.7,0.07,-0.7,-0.7
Isaac Success,NGA,"FW,MF",Udinese,Serie A,27,1996,9.8,1,18,4,22.2,1.84,0.41,0.06,0.25,16.9,0,0,1,2.7,1.9,0.11,-1.7,-0.9
Niklas Süle,GER,DF,Dortmund,Bundesliga,27,1995,16.8,1,7,1,14.3,0.42,0.06,0.14,1.00,16.0,0,0,0,0.4,0.4,0.06,+0.6,+0.6
Ibrahim Sulemana,GHA,MF,Cagliari,Serie A,20,2003,14.9,2,13,3,23.1,0.87,0.20,0.15,0.67,23.2,0,0,0,0.8,0.8,0.06,+1.2,+1.2
Tomáš Suslov,SVK,"MF,FW",Hellas Verona,Serie A,21,2002,23.2,3,51,15,29.4,2.19,0.65,0.04,0.13,25.8,4,1,1,3.5,2.6,0.05,-0.5,-0.6
Suso,ESP,"MF,FW",Sevilla,La Liga,29,1993,16.9,1,26,6,23.1,1.54,0.36,0.04,0.17,24.3,1,0,0,1.4,1.4,0.05,-0.4,-0.4
Mattias Svanberg,SWE,MF,Wolfsburg,Bundesliga,24,1999,19.1,1,42,11,26.2,2.20,0.58,0.02,0.09,21.5,6,0,0,3.0,3.0,0.07,-2.0,-2.0
Max Svensson,ESP,FW,Osasuna,La Liga,,,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Mile Svilar,SRB,GK,Roma,Serie A,23,1999,15.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Williot Swedberg,SWE,"FW,MF",Celta Vigo,La Liga,19,2004,4.9,5,12,6,50.0,2.46,1.23,0.42,0.83,14.8,0,0,0,2.3,2.3,0.19,+2.7,+2.7
Karol Świderski,POL,"FW,MF",Hellas Verona,Serie A,26,1997,5.6,2,15,6,40.0,2.68,1.07,0.13,0.33,13.7,0,0,0,1.7,1.7,0.12,+0.3,+0.3
Abakar Sylla,CIV,DF,Strasbourg,Ligue 1,20,2002,19.9,2,11,5,45.5,0.55,0.25,0.18,0.40,14.6,0,0,0,1.6,1.6,0.14,+0.4,+0.4
Dembo Sylla,GUI,DF,Lorient,Ligue 1,20,2002,0.5,0,1,0,0.0,2.00,0.00,0.00,,10.8,0,0,0,0.1,0.1,0.11,-0.1,-0.1
Issiaga Sylla,GUI,"DF,FW",Montpellier,Ligue 1,29,1994,16.2,1,13,5,38.5,0.80,0.31,0.08,0.20,14.6,0,0,0,1.4,1.4,0.11,-0.4,-0.4
Mamadou Sylla,SEN,"FW,MF",Alavés,La Liga,29,1994,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Attila Szalai,HUN,DF,Hoffenheim,Bundesliga,25,1998,3.2,0,1,1,100.0,0.31,0.31,0.00,0.00,39.5,0,0,0,0.0,0.0,0.01,0.0,0.0
Attila Szalai,HUN,DF,Freiburg,Bundesliga,25,1998,1.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Wojciech Szczęsny,POL,GK,Juventus,Serie A,33,1990,35.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Dominik Szoboszlai,HUN,MF,Liverpool,Premier League,22,2000,23.4,3,60,15,25.0,2.57,0.64,0.05,0.20,24.3,7,0,0,3.7,3.7,0.06,-0.7,-0.7
Przemysław Szymiński,POL,MF,Frosinone,Serie A,29,1994,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Alexander Sørloth,NOR,FW,Villarreal,La Liga,27,1995,27.7,23,78,36,46.2,2.82,1.30,0.29,0.64,12.1,0,0,0,12.3,12.3,0.16,+10.7,+10.7
Musa Al-Taamari,JOR,FW,Montpellier,Ligue 1,26,1997,21.4,5,46,19,41.3,2.15,0.89,0.11,0.26,17.8,0,0,0,3.6,3.6,0.08,+1.4,+1.4
Nicolás Tagliafico,ARG,DF,Lyon,Ligue 1,30,1992,23.6,3,15,6,40.0,0.64,0.25,0.20,0.50,13.7,0,0,0,2.6,2.6,0.17,+0.4,+0.4
Jonathan Tah,GER,DF,Leverkusen,Bundesliga,27,1996,29.2,4,26,10,38.5,0.89,0.34,0.15,0.40,13.1,0,0,0,2.1,2.1,0.08,+1.9,+1.9
Montassar Talbi,TUN,DF,Lorient,Ligue 1,25,1998,24.5,0,5,2,40.0,0.20,0.08,0.00,0.00,16.6,0,0,0,0.6,0.6,0.11,-0.6,-0.6
Yassin Tallal,ESP,FW,Getafe,La Liga,18,2005,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Adrien Tameze,CMR,"DF,MF",Torino,Serie A,29,1994,23.8,0,9,0,0.0,0.38,0.00,0.00,,13.0,0,0,0,0.7,0.7,0.08,-0.7,-0.7
Renato Tapia,PER,"MF,DF",Celta Vigo,La Liga,28,1995,14.9,0,19,1,5.3,1.28,0.07,0.00,0.00,20.8,2,0,0,1.0,1.0,0.05,-1.0,-1.0
Edmond Tapsoba,BFA,DF,Leverkusen,Bundesliga,24,1999,23.2,0,12,1,8.3,0.52,0.04,0.00,0.00,16.3,0,0,0,1.0,1.0,0.08,-1.0,-1.0
Matt Targett,ENG,DF,Newcastle Utd,Premier League,27,1995,0.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Oussama Targhalline,MAR,MF,Le Havre,Ligue 1,21,2002,11.4,0,6,0,0.0,0.53,0.00,0.00,,28.4,0,0,0,0.2,0.2,0.03,-0.2,-0.2
James Tarkowski,ENG,DF,Everton,Premier League,30,1992,38.0,1,25,4,16.0,0.66,0.11,0.04,0.25,9.9,0,0,0,2.6,2.6,0.10,-1.6,-1.6
César Tárrega,ESP,DF,Valencia,La Liga,21,2002,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Jimi Tauriainen,ENG,FW,Chelsea,Premier League,19,2004,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Nuno Tavares,POR,DF,Nott'ham Forest,Premier League,23,2000,5.1,0,7,1,14.3,1.38,0.20,0.00,0.00,26.1,0,0,0,0.2,0.2,0.02,-0.2,-0.2
Marcus Tavernier,ENG,FW,Bournemouth,Premier League,24,1999,23.5,3,53,16,30.2,2.25,0.68,0.06,0.19,20.0,4,0,0,3.9,3.9,0.07,-0.9,-0.9
Elayis Tavsan,NED,"MF,FW",Hellas Verona,Serie A,22,2001,0.6,0,3,1,33.3,5.40,1.80,0.00,0.00,23.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Charlie Taylor,ENG,DF,Burnley,Premier League,29,1993,25.9,1,10,1,10.0,0.39,0.04,0.10,1.00,25.8,0,0,0,0.2,0.2,0.02,+0.8,+0.8
Marciano Tchami,GNB,"FW,MF",Almería,La Liga,19,2004,0.5,0,1,0,0.0,2.09,0.00,0.00,,22.7,0,0,0,0.0,0.0,0.03,0.0,0.0
Loum Tchaouna,FRA,"FW,MF",Salernitana,Serie A,19,2003,23.3,4,44,15,34.1,1.89,0.64,0.09,0.27,20.3,0,0,0,2.6,2.6,0.06,+1.4,+1.4
Jackson Tchatchoua,CMR,DF,Hellas Verona,Serie A,21,2001,19.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Enzo Tchato,CMR,DF,Montpellier,Ligue 1,20,2002,12.5,0,5,1,20.0,0.40,0.08,0.00,0.00,18.8,0,0,0,0.3,0.3,0.07,-0.3,-0.3
Aurélien Tchouaméni,FRA,"MF,DF",Real Madrid,La Liga,23,2000,22.1,3,27,7,25.9,1.22,0.32,0.11,0.43,22.2,0,0,0,1.3,1.3,0.05,+1.7,+1.7
Mathys Tel,FRA,"FW,MF",Bayern Munich,Bundesliga,18,2005,11.7,7,43,18,41.9,3.69,1.54,0.16,0.39,15.9,0,0,0,3.7,3.7,0.09,+3.3,+3.3
Nathan Tella,NGA,"DF,MF",Leverkusen,Bundesliga,24,1999,9.1,5,21,11,52.4,2.31,1.21,0.24,0.45,15.1,0,0,0,3.5,3.5,0.17,+1.5,+1.5
Nahuel Tenaglia,ARG,DF,Alavés,La Liga,27,1996,12.7,1,8,1,12.5,0.63,0.08,0.13,1.00,14.1,0,0,0,0.6,0.6,0.08,+0.4,+0.4
Arnau Tenas,ESP,GK,Paris S-G,Ligue 1,22,2001,5.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Marc-André ter Stegen,GER,GK,Barcelona,La Liga,31,1992,28.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Filippo Terracciano,ITA,DF,Hellas Verona,Serie A,20,2003,14.4,0,8,3,37.5,0.56,0.21,0.00,0.00,21.3,0,0,0,0.3,0.3,0.04,-0.3,-0.3
Filippo Terracciano,ITA,"DF,FW",Milan,Serie A,20,2003,0.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Pietro Terracciano,ITA,GK,Fiorentina,Serie A,33,1990,33.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Ramón Terrats,ESP,"MF,DF",Villarreal,La Liga,22,2000,8.7,0,8,1,12.5,0.92,0.11,0.00,0.00,21.2,0,0,0,0.4,0.4,0.05,-0.4,-0.4
